源主机,源域,目的主机,目的域,服务,协议,端口,结论,层级,命中策略,经NAT,原因
NTP-SRV,server,PATCH-SRV,internet,HTTP,tcp,80,permit,l3,51,是,策略 51 放通，且经 NAT 出网
NTP-SRV,server,PATCH-SRV,internet,HTTPS,tcp,443,permit,l3,51,是,策略 51 放通，且经 NAT 出网
NTP-SRV,server,PATCH-SRV,internet,SMB,tcp,445,permit,l3,51,是,策略 51 放通，且经 NAT 出网
NTP-SRV,server,PATCH-SRV,internet,SSH,tcp,22,permit,l3,51,是,策略 51 放通，且经 NAT 出网
NTP-SRV,server,PATCH-SRV,internet,SNMP,udp,161,permit,l3,51,是,策略 51 放通，且经 NAT 出网
NTP-SRV,server,PATCH-SRV,internet,NTP,udp,123,permit,l3,51,是,策略 51 放通，且经 NAT 出网
NTP-SRV,server,PATCH-SRV,internet,ICMP,icmp,,permit,l3,51,是,策略 51 放通，且经 NAT 出网
NMS-01,mgmt,PLC-01,workshop,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-01,workshop,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-01,workshop,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-01,workshop,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-01,workshop,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-01,workshop,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-01,workshop,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-01,mgmt,PLC-01,workshop,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-01,mgmt,PLC-01,workshop,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-01,workshop,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-01,mgmt,PLC-02,workshop,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-02,workshop,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-02,workshop,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-02,workshop,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-02,workshop,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-02,workshop,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-02,workshop,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-01,mgmt,PLC-02,workshop,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-01,mgmt,PLC-02,workshop,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PLC-02,workshop,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-01,mgmt,ROBOT-01,workshop,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ROBOT-01,workshop,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ROBOT-01,workshop,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ROBOT-01,workshop,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ROBOT-01,workshop,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ROBOT-01,workshop,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ROBOT-01,workshop,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-01,mgmt,ROBOT-01,workshop,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-01,mgmt,ROBOT-01,workshop,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ROBOT-01,workshop,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-01,mgmt,HMI-01,workshop,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,HMI-01,workshop,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,HMI-01,workshop,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,HMI-01,workshop,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,HMI-01,workshop,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,HMI-01,workshop,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,HMI-01,workshop,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-01,mgmt,HMI-01,workshop,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-01,mgmt,HMI-01,workshop,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,HMI-01,workshop,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-01,mgmt,ENG-WS,workshop,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ENG-WS,workshop,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ENG-WS,workshop,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ENG-WS,workshop,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ENG-WS,workshop,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ENG-WS,workshop,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ENG-WS,workshop,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-01,mgmt,ENG-WS,workshop,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-01,mgmt,ENG-WS,workshop,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,ENG-WS,workshop,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-01,mgmt,PC-FIN-01,office,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-FIN-01,office,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-FIN-01,office,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-FIN-01,office,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-FIN-01,office,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-FIN-01,office,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-FIN-01,office,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-01,mgmt,PC-FIN-01,office,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-01,mgmt,PC-FIN-01,office,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-FIN-01,office,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-01,mgmt,PC-PLN-01,office,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-PLN-01,office,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-PLN-01,office,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-PLN-01,office,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-PLN-01,office,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-PLN-01,office,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-PLN-01,office,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-01,mgmt,PC-PLN-01,office,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-01,mgmt,PC-PLN-01,office,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PC-PLN-01,office,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-01,mgmt,PRINTER-01,office,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PRINTER-01,office,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PRINTER-01,office,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PRINTER-01,office,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PRINTER-01,office,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PRINTER-01,office,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PRINTER-01,office,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-01,mgmt,PRINTER-01,office,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-01,mgmt,PRINTER-01,office,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PRINTER-01,office,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-01,mgmt,MES-APP,server,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-APP,server,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-APP,server,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-APP,server,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-APP,server,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-APP,server,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-APP,server,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-01,mgmt,MES-APP,server,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-01,mgmt,MES-APP,server,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-APP,server,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-01,mgmt,MES-DB,server,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-DB,server,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-DB,server,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-DB,server,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-DB,server,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-DB,server,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-DB,server,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-01,mgmt,MES-DB,server,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-01,mgmt,MES-DB,server,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,MES-DB,server,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-01,mgmt,OPCUA-GW,server,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,OPCUA-GW,server,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,OPCUA-GW,server,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,OPCUA-GW,server,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,OPCUA-GW,server,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,OPCUA-GW,server,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,OPCUA-GW,server,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-01,mgmt,OPCUA-GW,server,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-01,mgmt,OPCUA-GW,server,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,OPCUA-GW,server,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-01,mgmt,NTP-SRV,server,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,NTP-SRV,server,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,NTP-SRV,server,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,NTP-SRV,server,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,NTP-SRV,server,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,NTP-SRV,server,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,NTP-SRV,server,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-01,mgmt,NTP-SRV,server,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-01,mgmt,NTP-SRV,server,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,NTP-SRV,server,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-01,mgmt,NMS-02,mgmt,MES-WEB,tcp,8080,permit,l2,,,VLAN 40 内二层可达
NMS-01,mgmt,NMS-02,mgmt,MySQL,tcp,3306,permit,l2,,,VLAN 40 内二层可达
NMS-01,mgmt,NMS-02,mgmt,OPC-UA,tcp,4840,permit,l2,,,VLAN 40 内二层可达
NMS-01,mgmt,NMS-02,mgmt,HTTP,tcp,80,permit,l2,,,VLAN 40 内二层可达
NMS-01,mgmt,NMS-02,mgmt,HTTPS,tcp,443,permit,l2,,,VLAN 40 内二层可达
NMS-01,mgmt,NMS-02,mgmt,SMB,tcp,445,permit,l2,,,VLAN 40 内二层可达
NMS-01,mgmt,NMS-02,mgmt,SSH,tcp,22,permit,l2,,,VLAN 40 内二层可达
NMS-01,mgmt,NMS-02,mgmt,SNMP,udp,161,permit,l2,,,VLAN 40 内二层可达
NMS-01,mgmt,NMS-02,mgmt,NTP,udp,123,permit,l2,,,VLAN 40 内二层可达
NMS-01,mgmt,NMS-02,mgmt,ICMP,icmp,,permit,l2,,,VLAN 40 内二层可达
NMS-01,mgmt,VENDOR-CLOUD,internet,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,VENDOR-CLOUD,internet,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,VENDOR-CLOUD,internet,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,VENDOR-CLOUD,internet,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,VENDOR-CLOUD,internet,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,VENDOR-CLOUD,internet,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,VENDOR-CLOUD,internet,SSH,tcp,22,deny,l3,30,,设备管理区 未纳入 NAT 出口策略（允许区域：office、server）
NMS-01,mgmt,VENDOR-CLOUD,internet,SNMP,udp,161,deny,l3,32,,设备管理区 未纳入 NAT 出口策略（允许区域：office、server）
NMS-01,mgmt,VENDOR-CLOUD,internet,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,VENDOR-CLOUD,internet,ICMP,icmp,,deny,l3,31,,设备管理区 未纳入 NAT 出口策略（允许区域：office、server）
NMS-01,mgmt,PATCH-SRV,internet,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PATCH-SRV,internet,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PATCH-SRV,internet,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PATCH-SRV,internet,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PATCH-SRV,internet,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PATCH-SRV,internet,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PATCH-SRV,internet,SSH,tcp,22,deny,l3,30,,设备管理区 未纳入 NAT 出口策略（允许区域：office、server）
NMS-01,mgmt,PATCH-SRV,internet,SNMP,udp,161,deny,l3,32,,设备管理区 未纳入 NAT 出口策略（允许区域：office、server）
NMS-01,mgmt,PATCH-SRV,internet,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-01,mgmt,PATCH-SRV,internet,ICMP,icmp,,deny,l3,31,,设备管理区 未纳入 NAT 出口策略（允许区域：office、server）
NMS-02,mgmt,PLC-01,workshop,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-01,workshop,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-01,workshop,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-01,workshop,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-01,workshop,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-01,workshop,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-01,workshop,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-02,mgmt,PLC-01,workshop,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-02,mgmt,PLC-01,workshop,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-01,workshop,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-02,mgmt,PLC-02,workshop,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-02,workshop,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-02,workshop,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-02,workshop,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-02,workshop,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-02,workshop,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-02,workshop,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-02,mgmt,PLC-02,workshop,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-02,mgmt,PLC-02,workshop,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PLC-02,workshop,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-02,mgmt,ROBOT-01,workshop,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ROBOT-01,workshop,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ROBOT-01,workshop,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ROBOT-01,workshop,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ROBOT-01,workshop,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ROBOT-01,workshop,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ROBOT-01,workshop,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-02,mgmt,ROBOT-01,workshop,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-02,mgmt,ROBOT-01,workshop,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ROBOT-01,workshop,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-02,mgmt,HMI-01,workshop,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,HMI-01,workshop,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,HMI-01,workshop,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,HMI-01,workshop,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,HMI-01,workshop,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,HMI-01,workshop,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,HMI-01,workshop,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-02,mgmt,HMI-01,workshop,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-02,mgmt,HMI-01,workshop,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,HMI-01,workshop,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-02,mgmt,ENG-WS,workshop,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ENG-WS,workshop,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ENG-WS,workshop,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ENG-WS,workshop,HTTP,tcp,80,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ENG-WS,workshop,HTTPS,tcp,443,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ENG-WS,workshop,SMB,tcp,445,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ENG-WS,workshop,SSH,tcp,22,permit,l3,30,,策略 30 放通
NMS-02,mgmt,ENG-WS,workshop,SNMP,udp,161,permit,l3,32,,策略 32 放通
NMS-02,mgmt,ENG-WS,workshop,NTP,udp,123,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,ENG-WS,workshop,ICMP,icmp,,permit,l3,31,,策略 31 放通
NMS-02,mgmt,PC-FIN-01,office,MES-WEB,tcp,8080,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PC-FIN-01,office,MySQL,tcp,3306,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
NMS-02,mgmt,PC-FIN-01,office,OPC-UA,tcp,4840,deny,l3,90,,被策略 90 拒绝：默认拒绝并记录日志
